PassengerId,Pclass,Age,Fare,FamilySize,IsAlone,Age*Class,FarePerPerson,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,FareBin_Low,FareBin_High,FareBin_Very_High,AgeBin_Teenager,AgeBin_Adult,AgeBin_Middle_Age,AgeBin_Senior,Survived
180,3,36.0,0.0,1,1,108.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
181,3,17.66938095238095,69.55,11,0,53.00814285714286,6.322726697933937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
182,2,31.887571428571434,15.05,1,1,63.77514285714287,15.049984950015052,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
183,3,9.0,31.3875,7,0,27.0,4.483927930867439,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
184,2,1.0,39.0,4,0,2.0,9.749997562500608,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
185,3,4.0,22.025,3,0,12.0,7.341664219445259,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
186,1,50.775,50.0,1,1,50.775,49.999950000050006,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
187,3,25.27083333333333,15.5,2,0,75.81249999999999,7.749996125001937,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
188,1,45.0,26.55,1,1,45.0,26.549973450026553,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
189,3,40.0,15.5,3,0,120.0,5.166664944445018,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
190,3,36.0,7.8958,1,1,108.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
191,2,32.0,13.0,1,1,64.0,12.999987000013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
192,2,19.0,13.0,1,1,38.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
193,3,19.0,7.8542,2,0,57.0,3.9270980364509813,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
194,2,3.0,26.0,3,0,6.0,8.66666377777874,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
195,1,44.0,27.7208,1,1,44.0,27.720772279227724,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
196,1,58.0,146.5208,1,1,58.0,146.52065347934655,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
197,3,40.62484406565656,7.75,1,1,121.87453219696968,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
198,3,42.0,8.4042,2,0,126.0,4.20209789895105,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
199,3,26.363908542846033,7.75,1,1,79.0917256285381,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
200,2,24.0,13.0,1,1,48.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
201,3,28.0,9.5,1,1,84.0,9.4999905000095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
202,3,18.116380952380958,69.55,11,0,54.34914285714287,6.322726697933937,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
203,3,34.0,6.4958,1,1,102.0,6.495793504206496,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
204,3,45.5,7.225,1,1,136.5,7.224992775007225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
205,3,18.0,8.05,1,1,54.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
206,3,2.0,10.4625,2,0,6.0,5.231247384376307,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
207,3,32.0,15.85,2,0,96.0,7.92499603750198,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
208,3,26.0,18.7875,1,1,78.0,18.78748121251879,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
209,3,16.0,7.75,1,1,48.0,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
210,1,40.0,31.0,1,1,40.0,30.999969000031,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
211,3,24.0,7.05,1,1,72.0,7.04999295000705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
212,2,35.0,21.0,1,1,70.0,20.999979000021003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
213,3,22.0,7.25,1,1,66.0,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
214,2,30.0,13.0,1,1,60.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
215,3,36.82836886724387,7.75,2,0,110.4851066017316,3.8749980625009686,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
216,1,31.0,113.275,2,0,31.0,56.63747168126416,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
217,3,27.0,7.925,1,1,81.0,7.924992075007926,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
218,2,42.0,27.0,2,0,84.0,13.499993250003374,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
219,1,32.0,76.2917,1,1,32.0,76.2916237083763,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
220,2,30.0,10.5,1,1,60.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
221,3,16.0,8.05,1,1,48.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
222,2,27.0,13.0,1,1,54.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
223,3,51.0,8.05,1,1,153.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
224,3,27.543020563624466,7.8958,1,1,82.6290616908734,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
225,1,38.0,90.0,2,0,38.0,44.99997750001125,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
226,3,22.0,9.35,1,1,66.0,9.349990650009351,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
227,2,19.0,10.5,1,1,38.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
228,3,20.5,7.25,1,1,61.5,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
229,2,18.0,13.0,1,1,36.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
230,3,6.715547619047616,25.4667,5,0,20.146642857142847,5.093338981332203,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
231,1,35.0,83.475,2,0,35.0,41.73747913126043,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
232,3,29.0,7.775,1,1,87.0,7.774992225007776,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
233,2,59.0,13.5,1,1,118.0,13.4999865000135,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
234,3,5.0,31.3875,7,0,15.0,4.483927930867439,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
235,2,24.0,10.5,1,1,48.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
236,3,21.89083333333333,7.55,1,1,65.67249999999999,7.549992450007551,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
237,2,44.0,26.0,2,0,88.0,12.99999350000325,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
238,2,8.0,26.25,3,0,16.0,8.749997083334305,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
239,2,19.0,10.5,1,1,38.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
240,2,33.0,12.275,1,1,66.0,12.274987725012277,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
241,3,15.137083333333335,14.4542,2,0,45.41125,7.227096386451806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
242,3,17.239333333333335,15.5,2,0,51.718,7.749996125001937,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
243,2,29.0,10.5,1,1,58.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
244,3,22.0,7.125,1,1,66.0,7.124992875007125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
245,3,30.0,7.225,1,1,90.0,7.224992775007225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
246,1,44.0,90.0,3,0,44.0,29.999990000003333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
247,3,25.0,7.775,1,1,75.0,7.774992225007776,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
248,2,24.0,14.5,3,0,48.0,4.833331722222759,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
249,1,37.0,52.5542,3,0,37.0,17.518060827313057,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
250,2,54.0,26.0,2,0,108.0,12.99999350000325,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
251,3,31.842968437414847,7.25,1,1,95.52890531224455,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
252,3,29.0,10.4625,3,0,87.0,3.4874988375003872,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
253,1,62.0,26.55,1,1,62.0,26.549973450026553,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
254,3,30.0,16.1,2,0,90.0,8.049995975002012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
255,3,41.0,20.2125,3,0,123.0,6.737497754167414,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
256,3,29.0,15.2458,3,0,87.0,5.08193163935612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
257,1,57.8045,79.2,1,1,57.8045,79.19992080007921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
258,1,30.0,86.5,1,1,30.0,86.4999135000865,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
259,1,35.0,512.3292,1,1,35.0,512.3286876713124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
260,2,50.0,26.0,2,0,100.0,12.99999350000325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
261,3,40.62484406565656,7.75,1,1,121.87453219696968,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
262,3,3.0,31.3875,7,0,9.0,4.483927930867439,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
263,1,52.0,79.65,3,0,52.0,26.54999115000295,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
264,1,40.0,0.0,1,1,40.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
265,3,26.363908542846033,7.75,1,1,79.0917256285381,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
266,2,36.0,10.5,1,1,72.0,10.499989500010502,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
267,3,16.0,39.6875,6,0,48.0,6.614582230902961,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
268,3,25.0,7.775,2,0,75.0,3.887498056250972,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
269,1,58.0,153.4625,2,0,58.0,76.73121163439419,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
270,1,35.0,135.6333,1,1,35.0,135.63316436683564,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
271,1,44.21674999999999,31.0,1,1,44.21674999999999,30.999969000031,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
272,3,25.0,0.0,1,1,75.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
273,2,41.0,19.5,2,0,82.0,9.749995125002437,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
274,1,37.0,29.7,2,0,37.0,14.84999257500371,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
275,3,26.363908542846033,7.75,1,1,79.0917256285381,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
276,1,63.0,77.9583,2,0,63.0,38.979130510434736,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
277,3,45.0,7.75,1,1,135.0,7.74999225000775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
278,2,36.327481615641574,0.0,1,1,72.65496323128315,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279,3,7.0,29.125,6,0,21.0,4.854165857639024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
280,3,35.0,20.25,3,0,105.0,6.74999775000075,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
281,3,65.0,7.75,1,1,195.0,7.74999225000775,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
282,3,28.0,7.8542,1,1,84.0,7.854192145807854,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
283,3,16.0,9.5,1,1,48.0,9.4999905000095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
284,3,19.0,8.05,1,1,57.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
285,1,47.60876623376622,26.0,1,1,47.60876623376622,25.999974000026,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
286,3,33.0,8.6625,1,1,99.0,8.662491337508662,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
287,3,30.0,9.5,1,1,90.0,9.4999905000095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
288,3,22.0,7.8958,1,1,66.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289,2,42.0,13.0,1,1,84.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
290,3,22.0,7.75,1,1,66.0,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
291,1,26.0,78.85,1,1,26.0,78.84992115007886,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
292,1,19.0,91.0792,2,0,19.0,45.53957723021138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
293,2,36.0,12.875,1,1,72.0,12.874987125012876,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
294,3,24.0,8.85,1,1,72.0,8.84999115000885,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
295,3,24.0,7.8958,1,1,72.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
296,1,30.6125,27.7208,1,1,30.6125,27.720772279227724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
297,3,23.5,7.2292,1,1,70.5,7.229192770807229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
298,1,2.0,151.55,4,0,2.0,37.88749052812737,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299,1,42.029805555555534,30.5,1,1,42.029805555555534,30.499969500030502,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
300,1,50.0,247.5208,2,0,50.0,123.76033811983093,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
301,3,26.363908542846033,7.75,1,1,79.0917256285381,7.74999225000775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
302,3,25.686624999999996,23.25,3,0,77.05987499999999,7.749997416667528,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
303,3,19.0,0.0,1,1,57.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
304,2,31.986466186591183,12.35,1,1,63.97293237318237,12.34998765001235,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
305,3,29.77810885753248,8.05,1,1,89.33432657259743,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
306,1,0.92,151.55,4,0,0.92,37.88749052812737,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
307,1,29.482666666666674,110.8833,1,1,29.482666666666674,110.8831891168109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
308,1,17.0,108.9,2,0,17.0,54.44997277501361,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
309,2,30.0,24.0,2,0,60.0,11.999994000003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
310,1,30.0,56.9292,1,1,30.0,56.92914307085694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
311,1,24.0,83.1583,1,1,24.0,83.15821684178316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
312,1,18.0,262.375,5,0,18.0,52.4749895050021,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
313,2,26.0,26.0,3,0,52.0,8.66666377777874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
314,3,28.0,7.8958,1,1,84.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
315,2,43.0,26.25,3,0,86.0,8.749997083334305,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
316,3,26.0,7.8542,1,1,78.0,7.854192145807854,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
317,2,24.0,26.0,2,0,48.0,12.99999350000325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
318,2,54.0,14.0,1,1,108.0,13.999986000014001,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
319,1,31.0,164.8667,3,0,31.0,54.95554834815055,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
320,1,40.0,134.5,3,0,40.0,44.833318388893865,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
321,3,22.0,7.25,1,1,66.0,7.249992750007251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
322,3,27.0,7.8958,1,1,81.0,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
323,2,30.0,12.35,1,1,60.0,12.34998765001235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
324,2,22.0,29.0,3,0,44.0,9.666663444445518,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
325,3,18.116380952380958,69.55,11,0,54.34914285714287,6.322726697933937,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
326,1,36.0,135.6333,1,1,36.0,135.63316436683564,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
327,3,61.0,6.2375,1,1,183.0,6.237493762506237,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
328,2,36.0,13.0,1,1,72.0,12.999987000013,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
329,3,31.0,20.525,3,0,93.0,6.84166438611187,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
330,1,16.0,57.9792,2,0,16.0,28.989585505207245,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
331,3,17.894291666666668,23.25,3,0,53.682875,7.749997416667528,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
332,1,45.5,28.5,1,1,45.5,28.4999715000285,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
333,1,38.0,153.4625,2,0,38.0,76.73121163439419,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
334,3,16.0,18.0,3,0,48.0,5.999998000000667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
335,1,38.996,133.65,2,0,38.996,66.8249665875167,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
336,3,27.543020563624466,7.8958,1,1,82.6290616908734,7.895792104207897,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
337,1,29.0,66.6,2,0,29.0,33.29998335000832,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
338,1,41.0,134.5,1,1,41.0,134.49986550013452,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
339,3,45.0,8.05,1,1,135.0,8.049991950008051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
340,1,45.0,35.5,1,1,45.0,35.4999645000355,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
341,2,2.0,26.0,3,0,4.0,8.66666377777874,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
342,1,24.0,263.0,6,0,24.0,43.833326027778995,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
343,2,28.0,13.0,1,1,56.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
344,2,25.0,13.0,1,1,50.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
345,2,36.0,13.0,1,1,72.0,12.999987000013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
346,2,24.0,13.0,1,1,48.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
347,2,40.0,13.0,1,1,80.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
348,3,23.887416666666663,16.1,2,0,71.66224999999999,8.049995975002012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
349,3,3.0,15.9,3,0,9.0,5.299998233333922,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
350,3,42.0,8.6625,1,1,126.0,8.662491337508662,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
351,3,23.0,9.225,1,1,69.0,9.224990775009225,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
352,1,49.455,35.0,1,1,49.455,34.999965000035004,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
353,3,15.0,7.2292,3,0,45.0,2.4097325300891566,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
354,3,25.0,17.8,2,0,75.0,8.899995550002224,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
355,3,27.256516612848362,7.225,1,1,81.76954983854509,7.224992775007225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
356,3,28.0,9.5,1,1,84.0,9.4999905000095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
357,1,22.0,55.0,2,0,22.0,27.499986250006874,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
358,2,38.0,13.0,1,1,76.0,12.999987000013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
359,3,21.5250955988456,7.8792,1,1,64.5752867965368,7.87919212080788,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
360,3,21.5250955988456,7.8792,1,1,64.5752867965368,7.87919212080788,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
361,3,40.0,27.9,6,0,120.0,4.649999225000129,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
